,273,461,661,312,512,467,667,355,555,263,786,869,901,327,527,365,565,265,824,271,385,585,889,785,888,915,401,601,358,558,473,673,294,494,905,767,110,224,225,206,839,857,902,384,584,282,482,832,214,779,388,588,873,223,441,641,314,514,801,800,413,613,209,202,201,333,533,452,652,177,469,669,855,879,788,287,487,157,464,664,827,453,653,363,563,398,598,776,754,390,590,842,821,425,625,270,813,818,944,199,197,315,515,865,762,904,823,814,blue,day
V1,-20.2011322968841,-19.9988710174363,-19.9988710174363,-19.9740660716536,-19.9740660716536,-20.0182998829571,-20.0182998829571,-20.3942953959038,-20.3942953959038,-19.7747641851902,-21.780307805125,-21.8939714547451,-22.0679200643139,-20.0092056631764,-20.0092056631764,-20.4387962018417,-20.4387962018417,-20.3771618745824,-21.7916897185901,-19.94832647802,-20.3887811084038,-20.3887811084038,-21.9670529310024,-21.9416657673801,-21.7814177197826,-22.4720711223965,-20.4235890833525,-20.4235890833525,-20.2444762596438,-20.2444762596438,-20.867132669856,-20.867132669856,-20.3207124218526,-20.3207124218526,-22.0052234113165,-22.2941320105474,-19.0461580102718,-20.0577660014315,-20.1515434824942,-20.2063925690409,-21.9552668721955,-21.7814177197826,-21.7663369175515,-20.4183007705105,-20.4183007705105,-20.3701088699286,-20.3701088699286,-22.3361222653986,-20.2025549416004,-21.7536613182624,-20.4633198201062,-20.4633198201062,-21.7814177197826,-19.8721048285872,-19.978885191708,-19.978885191708,-20.4387962018417,-20.4387962018417,-21.7718549022196,-21.7814177197826,-20.0090256459625,-20.0090256459625,-20.1127512792157,-20.0949749141219,-20.2051503061217,-20.4035380203595,-20.4035380203595,-20.3948136787358,-20.3948136787358,-19.3173994777714,-20.3992140401918,-20.3992140401918,-21.939802186383,-21.7144310669933,-22.2956305921231,-19.9921975903532,-19.9921975903532,-19.1680364050609,-20.011026091444,-20.011026091444,-21.933486849381,-20.3700338927988,-20.3700338927988,-20.2852265152749,-20.2852265152749,-19.9469327203011,-19.9469327203011,-21.736132116868,-21.7994024167638,-20.4543523683604,-20.4543523683604,-21.8025391573045,-21.8858876424538,-20.4069601333739,-20.4069601333739,-20.2060934260616,-21.7809653988022,-21.8914405434869,-19.5432244491689,-20.2064327978351,-20.2051503061217,-20.314968121804,-20.314968121804,-22.0464729337694,-21.994133613886,-21.9334868493809,-21.7536613182624,-21.7984894311165,-17.82,30
V2,-18.7801694889006,-20.2296093536277,-20.2296093536277,-19.8149543115984,-19.8149543115984,-20.0500218758871,-20.0500218758871,-20.7118718945252,-20.7118718945252,-18.1248225578506,-22.7628675667732,-22.9087632143503,-22.9788763941726,-20.4757133473868,-20.4757133473868,-20.534238856687,-20.534238856687,-19.4077042860887,-22.5929392375711,-18.1870078679373,-20.8327267932274,-20.8327267932274,-22.452030978735,-22.3828583864046,-22.6282856267821,-22.6914886241342,-20.3497972771584,-20.3497972771584,-20.7887562986421,-20.7887562986421,-20.9632777475482,-20.9632777475482,-20.3489027912136,-20.3489027912136,-22.5777496927194,-22.6775662291647,-20.3779745442294,-18.7695935339422,-17.9916349617943,-18.7620686664127,-22.6978430494766,-22.6282856267821,-22.6001670730173,-20.7311483676688,-20.7311483676688,-20.6381150428716,-20.6381150428716,-23.5580992056727,-18.775274107311,-22.3728027317551,-19.9906644809335,-19.9906644809335,-22.6282856267821,-18.1742240857086,-20.3631711197871,-20.3631711197871,-20.534238856687,-20.534238856687,-22.4010842162174,-22.6282856267821,-20.4763327943539,-20.4763327943539,-19.0842923677995,-19.1122649230527,-18.7663433464889,-20.1963762222594,-20.1963762222594,-20.0939171826763,-20.0939171826763,-20.6073995069027,-20.0787753498538,-20.0787753498538,-22.9600883914594,-23.4507797493965,-22.4923143110909,-20.2525729029303,-20.2525729029303,-20.7104825916823,-19.6877732955911,-19.6877732955911,-22.7727890437136,-20.1791854906961,-20.1791854906961,-20.471011320324,-20.471011320324,-19.9083213393286,-19.9083213393286,-22.5240078553658,-22.1857528461888,-20.8787113257494,-20.8787113257494,-22.5556058528316,-22.9365799597482,-20.184600584353,-20.184600584353,-18.9034399666367,-22.278848217556,-22.611667234017,-21.8211146498024,-19.5991449459891,-18.7663433464889,-19.9813911650771,-19.9813911650771,-22.8436461981116,-22.6594796089188,-22.7727890437136,-22.3728027317551,-22.1888944690257,-17.77,58
V3,-18.2576558595584,-19.9764254973381,-19.9764254973381,-19.75489107704,-19.75489107704,-19.5126348843074,-19.5126348843074,-20.3873046278386,-20.3873046278386,-18.1915572856316,-22.8594402839404,-23.2515591307678,-22.9972749281654,-20.3874875961057,-20.3874875961057,-20.6329868886112,-20.6329868886112,-19.4521646215823,-22.7433091645952,-18.1914135791053,-20.5032212768217,-20.5032212768217,-22.7429400469973,-22.580261994263,-22.7432274812072,-22.8386766491495,-20.4347749010965,-20.4347749010965,-21.3592629813354,-21.3592629813354,-21.8071878742372,-21.8071878742372,-20.6323540342317,-20.6323540342317,-22.7226518086529,-22.7431135966873,-20.3557599860781,-18.1922838470272,-17.7613745934623,-18.2576976894749,-22.6465138090907,-22.7432274812072,-22.7432924615005,-20.5034560184781,-20.5034560184781,-20.1723542648202,-20.1723542648202,-23.2524253195902,-18.257667172492,-22.580353758124,-19.5127720556913,-19.5127720556913,-22.7432274812072,-17.7074074556886,-19.7549293988955,-19.7549293988955,-19.7551849847492,-19.7551849847492,-22.684810126605,-22.7432274812072,-20.1727281339049,-20.1727281339049,-19.058551687628,-18.5394395639377,-18.2576878109453,-20.3870719725439,-20.3870719725439,-19.755141386836,-19.755141386836,-20.3648739923313,-19.7551763787046,-19.7551763787046,-22.9973183461142,-23.7650377443985,-22.6462820767619,-20.0809171949964,-20.0809171949964,-20.3649791247183,-19.9763724299513,-19.9763724299513,-22.9046145620089,-19.9761317820863,-19.9761317820863,-20.1716792765884,-20.1716792765884,-19.7546753114322,-19.7546753114322,-22.7430522715919,-22.2962778418361,-20.6331105919342,-20.6331105919342,-22.6465520030987,-23.2514948479356,-19.9761192681293,-19.9761192681293,-17.7618008772905,-22.4368027780243,-22.904280207928,-22.2157205300056,-19.4525691867546,-18.2576878109453,-19.7545064514421,-19.7545064514421,-22.8594169436108,-22.7431553937832,-22.9046145620089,-22.580353758124,-22.6467047029957,-17.76,89
V4,-18.7099361045878,-19.3534532917624,-19.3534532917624,-19.2711850530542,-19.2711850530542,-18.5721639490158,-18.5721639490158,-19.3540061144745,-19.3540061144745,-18.7102032150562,-21.083664236202,-21.5878487125202,-21.4190800409298,-19.9782062498207,-19.9782062498207,-19.9494714710483,-19.9494714710483,-19.8343223840971,-21.7459935625093,-18.4466657946302,-18.6867549123485,-18.6867549123485,-21.6675711084045,-21.6673753950647,-21.4815974862912,-22.1640115090391,-20.4513310494,-20.4513310494,-19.5933991554117,-19.5933991554117,-21.7320530350437,-21.7320530350437,-19.9786420197928,-19.9786420197928,-21.8356426092502,-21.6674789489967,-17.6150110880459,-18.4461554257061,-18.8203317871118,-18.8453655405235,-21.4188587942786,-21.4815974862912,-21.6674789489967,-19.4465761485653,-19.4465761485653,-18.5725277628905,-18.5725277628905,-21.7341097020219,-18.7465542503235,-21.6673918036808,-19.4665302441178,-19.4665302441178,-21.4816090112124,-18.6879379138397,-17.7360945183886,-17.7360945183886,-18.4341087916712,-18.4341087916712,-22.1696915027744,-21.4816118394507,-19.3537590992609,-19.3537590992609,-18.7474409929537,-19.0220884368529,-18.7098584324897,-20.4514800950252,-20.4514800950252,-19.353228424133,-19.353228424133,-17.6148821819544,-19.4666149035407,-19.4666149035407,-21.4190798880131,-20.9678533570997,-21.9556566589281,-18.4341087916712,-18.4341087916712,-17.5565075432446,-19.9494714710483,-19.9494714710483,-21.603218168704,-19.3537036371569,-19.3537036371569,-17.7363321565601,-17.7363321565601,-18.5727862538825,-18.5727862538825,-21.4189798135682,-22.1113245249503,-19.9502304133867,-19.9502304133867,-21.7459037350078,-21.3796669910901,-19.3537036371569,-19.3537036371569,-18.7098584324897,-21.9554710262901,-21.4191709611173,-16.7615095610324,-19.8342682401231,-18.7098584324897,-18.4354116180811,-18.4354116180811,-21.0837680058024,-21.481553962264,-21.603218168704,-21.6673939214183,-21.7450930875124,-17.65,118
V5,-20.4044550403118,-19.7237481016437,-19.7237481016437,-20.213509138765,-20.213509138765,-19.6056028631513,-19.6056028631513,-20.4331272763373,-20.4331272763373,-20.4044189058199,-21.4116406195138,-21.9038143321172,-21.8980593233445,-21.0871167783079,-21.0871167783079,-20.7471876880217,-20.7471876880217,-20.3961196766953,-21.8980593233445,-20.4044189058199,-20.071671798681,-20.071671798681,-21.8980593233445,-21.8566275764626,-21.8980593233445,-21.3598009705702,-20.7396611775133,-20.7396611775133,-20.4331272763373,-20.4331272763373,-22.6338571621701,-22.6338571621701,-21.0871167783079,-21.0871167783079,-21.9819527489379,-21.9385714801067,-18.5899606509529,-19.9230614362614,-20.4793767204688,-20.4966944576861,-22.1657406768749,-21.8980593233445,-21.9385714801067,-20.071671798681,-20.071671798681,-19.0205756202993,-19.0205756202993,-22.1657406768749,-20.4044189058199,-21.9325941120738,-20.4762123970333,-20.4762123970333,-21.9305887058602,-20.4793767204688,-19.6056028631513,-19.6056028631513,-19.7237481016437,-19.7237481016437,-22.0592472667433,-21.9385714801067,-20.2528327313475,-20.2528327313475,-20.3919112351423,-20.3590680033281,-20.4044189058199,-21.0871167783079,-21.0871167783079,-19.6056028631513,-19.6056028631513,-18.513157269516,-19.9538787760189,-19.9538787760189,-21.8976277121194,-22.0673721214833,-21.9385714801067,-19.7211491063897,-19.7211491063897,-18.0406692591096,-20.213509138765,-20.213509138765,-21.9305887058602,-20.2528327313475,-20.2528327313475,-18.7890193375043,-18.7890193375043,-20.213509138765,-20.213509138765,-21.8976277121194,-21.9741297265433,-20.9295505277585,-20.9295505277585,-21.948406946831,-21.5976715290344,-20.2528327313475,-20.2528327313475,-20.2709546201808,-21.9819527489379,-21.9305887058602,-18.1526615364629,-20.6098027886324,-20.4044189058199,-19.2195879075774,-19.2195879075774,-21.7752116522238,-21.7752116522238,-21.9305887058602,-21.9385714801067,-21.9325941120738,-17.82,149
V6,-21.0814174706755,-19.197985025618,-19.197985025618,-19.962020309671,-19.962020309671,-19.1979450003184,-19.1979450003184,-19.6863548300686,-19.6863548300686,-21.073003880674,-21.1906403263042,-21.7374923087668,-21.4055747634603,-21.247660782052,-21.247660782052,-19.9612606900926,-19.9612606900926,-21.0671868621683,-21.4055048092115,-21.0729759089725,-19.1163404710527,-19.1163404710527,-21.4054996347065,-21.5272377527694,-21.588570230218,-20.5383325377627,-20.9448735518864,-20.9448735518864,-20.0908723118425,-20.0908723118425,-22.6282523479838,-22.6282523479838,-20.8517733800772,-20.8517733800772,-22.0236289568093,-21.5397108248933,-17.854494776859,-20.7332094902079,-21.1053203129662,-21.0112024491613,-22.1107783825117,-21.4991414857977,-21.3957534347433,-21.0048659721146,-21.0048659721146,-19.684235756154,-19.684235756154,-21.8502780646784,-21.0630118169428,-21.8618993381822,-21.06297743272,-21.06297743272,-21.499326606618,-21.0731091093794,-19.1980460730701,-19.1980460730701,-20.0163343181177,-20.0163343181177,-22.1876803138699,-21.395869074505,-19.9624291842908,-19.9624291842908,-21.0672515757329,-21.0541839148834,-21.1053168795169,-21.2478044368438,-21.2478044368438,-19.6355163664147,-19.6355163664147,-17.9972521087491,-20.8623036196023,-20.8623036196023,-21.405663769347,-22.3625379442061,-21.2629905213378,-18.6907126315315,-18.6907126315315,-18.0099271972644,-19.9612606900926,-19.9612606900926,-21.4055688885973,-20.5949667595672,-20.5949667595672,-19.6359133866664,-19.6359133866664,-19.96194638923,-19.96194638923,-21.4056026761829,-22.006806855698,-21.1803391380327,-21.1803391380327,-22.2985391041674,-21.5619011641719,-20.595460616565,-20.595460616565,-20.8622877152845,-21.4992162523609,-21.4057113826883,-18.0096224894518,-21.0542432528925,-21.1053168795169,-19.6363091204248,-19.6363091204248,-21.2527626061062,-21.527046694899,-21.4055479891814,-21.5398351886236,-21.5884692513924,-17.67,179
V7,-21.5155006978974,-20.8236756099756,-20.8236756099756,-21.1991356912403,-21.1991356912403,-20.8236756099756,-20.8236756099756,-21.1664708168379,-21.1664708168379,-21.5116883460431,-21.6463139301743,-21.5062643965318,-21.4346158656179,-21.637936817795,-21.637936817795,-20.8236070337955,-20.8236070337955,-21.3929831194955,-21.4348570728086,-21.4529952697844,-20.263846583116,-20.263846583116,-21.3745387617493,-21.8176149933774,-21.8637346754971,-21.6235731601743,-21.5273750212074,-21.5273750212074,-20.2643396749581,-20.2643396749581,-22.5441814877388,-22.5441814877388,-21.500355094114,-21.500355094114,-21.9496176379131,-21.5862055503392,-18.6292580859488,-21.0834058464237,-21.5158508464146,-21.4480547426915,-21.4334117934075,-21.4319515806062,-21.5482703314997,-21.5391282377412,-21.5391282377412,-19.3558711366072,-19.3558711366072,-21.3136900529723,-21.5157622745201,-21.8634338864404,-21.4480417514233,-21.4480417514233,-21.434548887308,-21.515749129829,-20.8233796608509,-20.8233796608509,-21.1711960560345,-21.1711960560345,-21.5961670669746,-21.5480914703642,-21.6696634100507,-21.6696634100507,-21.5006139144583,-21.5115893141617,-21.5155660176725,-21.7656303508862,-21.7656303508862,-20.4281750523977,-20.4281750523977,-18.6285241021343,-21.5116490945381,-21.5116490945381,-21.4343911966322,-21.6596302230655,-21.518628060351,-20.4277121529302,-20.4277121529302,-17.7516341952225,-21.5001866192029,-21.5001866192029,-21.4320263401378,-20.8241314080378,-20.8241314080378,-21.1711309105265,-21.1711309105265,-21.1665416381847,-21.1665416381847,-21.3743025714862,-22.2706563253126,-21.6700113050553,-21.6700113050553,-21.5487490757919,-21.3982129919976,-21.3808088860618,-21.3808088860618,-21.2641330388922,-21.5962502510213,-21.4325648640641,-17.5472275449756,-21.5274352823586,-21.4481261534702,-21.4167196181374,-21.4167196181374,-21.4346362495054,-21.5841866477471,-21.5187898060485,-21.6993629372658,-21.5839693211671,-17.68,209
V8,-21.6349364877823,-21.6849827583718,-21.6849827583718,-21.6853541965619,-21.6853541965619,-21.6850703257415,-21.6850703257415,-21.8053365140795,-21.8053365140795,-21.8259824836053,-22.0522332467638,-21.5519177199374,-21.6118055653546,-21.9706355623549,-21.9706355623549,-21.7985877027405,-21.7985877027405,-21.5410128377976,-21.8183281838225,-21.7321446763224,-21.6007366362613,-21.6007366362613,-21.6534616100019,-22.1925012110135,-22.4251328383546,-21.9096801144187,-21.8332298298333,-21.8332298298333,-21.7984082388455,-21.7984082388455,-22.6261810010244,-22.6261810010244,-22.0251521843553,-22.0251521843553,-22.2100038402148,-22.0628632666818,-20.0833822335441,-20.8816128066564,-21.7009270295977,-21.571145914683,-21.8918500288604,-21.8539529876142,-21.9531546659178,-22.6258119436327,-22.6258119436327,-21.2122295615783,-21.2122295615783,-20.7845720205909,-21.5711688685024,-21.9532420662616,-21.5411964287823,-21.5411964287823,-21.34854430258,-21.6030897507085,-21.3872474439872,-21.3872474439872,-21.7750469171659,-21.7750469171659,-21.5509669831097,-21.6119855065211,-21.9299665550201,-21.9299665550201,-21.6687779616325,-21.732516621254,-21.7009403744106,-21.930060177399,-21.930060177399,-21.5609028369636,-21.5609028369636,-18.7206941983697,-21.8550529871347,-21.8550529871347,-21.3490259160342,-21.0885689646094,-21.974831215963,-21.6008356019208,-21.6008356019208,-18.3226854858588,-22.0254024823721,-22.0254024823721,-21.652888160465,-21.5615069530787,-21.5615069530787,-21.8031786205114,-21.8031786205114,-21.8053968385245,-21.8053968385245,-21.3490362585656,-22.4619196568948,-21.8258722168588,-21.8258722168588,-22.2183147542787,-21.0236588689234,-21.775102682634,-21.775102682634,-21.7092743840971,-22.2095088312059,-21.2365772950002,-18.7215836734113,-21.8549894468155,-21.6029633750552,-21.8031751380118,-21.8031751380118,-21.8179656377508,-21.974846997442,-21.974564006995,-22.0353988149305,-22.0523256408879,-17.66,239
V9,-21.6432608066804,-21.5894536099083,-21.5894536099083,-21.7997297880654,-21.7997297880654,-21.5894536099083,-21.5894536099083,-21.9394798495743,-21.9394798495743,-21.9202265197969,-22.0310052575397,-22.6999557188906,-21.9058610156837,-22.0516038761895,-22.0516038761895,-22.0516038761895,-22.0516038761895,-21.4555283160721,-21.7988871700858,-21.6432608066804,-21.9394798495743,-21.9394798495743,-22.099812661681,-22.099812661681,-22.608380068482,-22.2518557744719,-21.9202265197969,-21.9202265197969,-21.9935095454573,-21.9935095454573,-22.449165019544,-22.449165019544,-21.9202265197969,-21.9202265197969,-22.7745402478886,-22.3212805582738,-19.3963568873344,-19.700297853974,-21.7600524302514,-21.60167078341,-22.099812661681,-22.2707537258862,-22.375631320509,-22.478993407984,-22.478993407984,-21.876247256286,-21.876247256286,-20.9121336997852,-21.60167078341,-22.375631320509,-21.60167078341,-21.60167078341,-21.424259247525,-21.7426804617678,-21.5894536099083,-21.5894536099083,-21.6198093220484,-21.6198093220484,-21.424259247525,-21.9058610156837,-21.9108769600096,-21.9108769600096,-21.5814138631467,-21.9202265197969,-21.6432608066804,-21.9108769600096,-21.9108769600096,-21.6198093220484,-21.6198093220484,-17.7112316440096,-21.9202265197969,-21.9202265197969,-21.7988871700858,-21.424259247525,-22.1389026282526,-21.9394798495743,-21.9394798495743,-17.7112316440096,-21.9935095454573,-21.9935095454573,-21.3757849590055,-21.2160319060982,-21.2160319060982,-21.7463925091185,-21.7463925091185,-21.9935095454573,-21.9935095454573,-21.9058610156837,-22.493469837454,-21.7426804617678,-21.7426804617678,-22.600497006647,-20.9121336997852,-21.7997297880654,-21.7997297880654,-21.7463925091185,-22.446420215164,-22.0061426951265,-19.3963568873344,-21.9108769600096,-21.7600524302514,-21.8039767092216,-21.8039767092216,-21.81830630394,-22.0310052575397,-21.7988871700858,-22.0310052575397,-22.189022743198,-17.64,268
