X30,X61,X92,X123,X154,X185,X216,X247,X278,X309,X340,X371,X402,X433,X464,X495,X526,X557,X588,X619,X650,X681,X712,X743,X774,X805,X836,X867,X898,X929,X960,X991,X1022,X1053,X1084,X1115,X1146,X1177,X1208,X1239,X1270,X1301,X1332,X1363,X1394,X1425,X1456,X1487,X1518,X1549,X1580,X1611,X1642,X1673,X1704,X1735,X1766,X1797,X1828,X1859,X1890,X1921,X1952,X1983,X2014,X2045,X2076,X2107,X2138,X2169,X2200,X2231,X2262,X2293,X2324,X2355,X2386,X2417,X2448,X2479,X2510,X2541,X2572,X2603,X2634,X2665,X2696,X2727,X2758,X2789,X2820,X2851,X2882,X2913,X2944,X2975,X3006
-21.9720237222538,-22.0112578456686,-22.0468002153081,-22.0785611037996,-22.1062917085456,-22.1294841715109,-22.1454712830785,-22.1551688901692,-22.1634437195547,-22.1708196704878,-22.1751336078469,-22.1772217068426,-22.1645475195662,-22.1388035889253,-22.1221695763541,-22.0924660018891,-22.042004763624,-22.0147025900789,-22.0524028023492,-22.1218770071925,-22.1544343616222,-22.1940718735074,-22.2696482916945,-22.2897653846627,-22.1834592538182,-22.0194194299803,-21.9157278257473,-21.7800845803165,-21.5740129488623,-21.4963295179486,-21.534371053081,-21.5816557732408,-21.6962724452057,-21.9722563921172,-22.3908707264051,-23.2117123599513,-23.6194893960527,-24.1220615999183,-24.5199573823102,-24.8081298832374,-25.0850444444183,-25.3064977791785,-25.417902920311,-25.4531050788051,-25.5005492352814,-25.5084468904792,-25.4451123616925,-25.4291448543745,-25.427379377885,-25.3878211932315,-25.4008248833379,-25.5025360990572,-25.6333360441744,-25.7399326310117,-25.8331909888925,-25.9407092838906,-26.0342949834529,-26.0891497809473,-26.1210322159021,-26.226237363508,-26.4584565602572,-26.7533615524769,-26.9866874713047,-27.214721936289,-27.4866009198175,-27.6673320822875,-27.8105864367397,-27.9794188466191,-28.0529127479296,-28.0845512533008,-28.1226467960945,-28.038526793413,-27.699585907555,-27.1939584502542,-26.7240813127647,-26.1659088406756,-25.4519976199871,-24.869687902571,-24.4011277480355,-23.9097038239519,-23.5046142941367,-23.1573681975272,-22.8219640785809,-22.5813343593943,-22.4292382512574,-22.324235066966,-22.296457380875,-22.3432611330226,-22.4495183850157,-22.6266358935629,-22.8775225730365,-23.1969914693024,-23.5843055363099,-24.0387277280082,-24.5595209983466,NA,NA
-21.170481451138,-21.2924310075959,-21.4103073631649,-21.5233901140421,-21.6333412169826,-21.7404744703962,-21.8432114999036,-21.9419892942795,-22.0401446966641,-22.1360152881249,-22.2283444635314,-22.3210777867264,-22.4026701163004,-22.472994314253,-22.5531229495405,-22.6655629005825,-22.7935254639428,-22.8991398357949,-23.0093402168859,-23.1370248779186,-23.2232691199998,-23.2349556137572,-23.2131393055135,-23.2101539099188,-23.1881674772844,-23.1290329691299,-23.114611466918,-23.1217546879582,-23.1162433932408,-23.1633322297492,-23.2848236774106,-23.440641902274,-23.6032240805063,-23.8343347326447,-24.1330619335752,-24.3778281909874,-24.5547383293708,-24.7311385159832,-24.9073132726668,-25.0979388323383,-25.3023547807179,-25.6616760477889,-25.7835286714011,-25.8733843536865,-25.9881314592059,-26.0285361649045,-26.0679704942053,-26.0915435247195,-26.1010186386186,-26.1336533879122,-26.2154389817044,-26.3144025149323,-26.3718050550284,-26.3761795816583,-26.3687247137988,-26.369699977849,-26.3736603069742,-26.3778644737613,-26.4066277637419,-26.4172034231319,-26.3954191808275,-26.4084520463808,-26.4695229216541,-26.5352072580578,-26.5877138894662,-26.7044357795409,-26.9222760389671,-27.1627087221547,-27.3472078835135,-27.3972475774533,-27.324832997428,-27.1890567352165,-26.9820239427162,-26.6006160311287,-26.0742300102334,-25.5937444297946,-25.069121835958,-24.437307790653,-23.9296553673197,-23.53081130716,-23.133793489912,-22.8325116968191,-22.6198191122863,-22.4486560594703,-22.3530630277419,-22.3278825162517,-22.3569316056107,-22.4577126573801,-22.6346475734265,-22.8799021669858,-23.192594666673,-23.5718433011032,-24.0167662988915,NA,NA,NA,NA
-21.170481451138,-21.2924310075959,-21.4103073631649,-21.5233901140421,-21.6333412169826,-21.7404744703962,-21.8432114999036,-21.9419892942795,-22.0401446966641,-22.1360152881249,-22.2283444635314,-22.3210777867264,-22.4026701163004,-22.472994314253,-22.5531229495405,-22.6655629005825,-22.7935254639428,-22.8991398357949,-23.0093402168859,-23.1370248779186,-23.2232691199998,-23.2349556137572,-23.2131393055135,-23.2101539099188,-23.1881674772844,-23.1290329691299,-23.114611466918,-23.1217546879582,-23.1162433932408,-23.1633322297492,-23.2848236774106,-23.440641902274,-23.6032240805063,-23.8343347326447,-24.1330619335752,-24.3778281909874,-24.5547383293708,-24.7311385159832,-24.9073132726668,-25.0979388323383,-25.3023547807179,-25.6616760477889,-25.7835286714011,-25.8733843536865,-25.9881314592059,-26.0285361649045,-26.0679704942053,-26.0915435247195,-26.1010186386186,-26.1336533879122,-26.2154389817044,-26.3144025149323,-26.3718050550284,-26.3761795816583,-26.3687247137988,-26.369699977849,-26.3736603069742,-26.3778644737613,-26.4066277637419,-26.4172034231319,-26.3954191808275,-26.4084520463808,-26.4695229216541,-26.5352072580578,-26.5877138894662,-26.7044357795409,-26.9222760389671,-27.1627087221547,-27.3472078835135,-27.3972475774533,-27.324832997428,-27.1890567352165,-26.9820239427162,-26.6006160311287,-26.0742300102334,-25.5937444297946,-25.069121835958,-24.437307790653,-23.9296553673197,-23.53081130716,-23.133793489912,-22.8325116968191,-22.6198191122863,-22.4486560594703,-22.3530630277419,-22.3278825162517,-22.3569316056107,-22.4577126573801,-22.6346475734265,-22.8799021669858,-23.192594666673,-23.5718433011032,-24.0167662988915,NA,NA,NA,NA
-20.9784382993555,-21.1418730848544,-21.2899013504129,-21.4210386612476,-21.5394674974973,-21.645447287914,-21.7354163689456,-21.8104868021907,-21.8779286041268,-21.9297548048759,-21.9639795754613,-21.9968746437122,-22.0074503306245,-21.9917248447756,-21.9914817453668,-22.0140795077429,-22.0365538376031,-22.0552041396802,-22.1023870477438,-22.1722071194699,-22.2035856454509,-22.2082076221007,-22.2176469086664,-22.2006580899897,-22.1016673115968,-21.9517462984492,-21.8496180045412,-21.7039850955461,-21.4850275343447,-21.3836842207424,-21.3779528798172,-21.3742652068375,-21.4562110568936,-21.7212777823041,-22.1003521527462,-22.4271231493477,-22.8154223839374,-23.3277258893169,-23.7206892780736,-24.0318819643522,-24.380303716417,-24.6447556780352,-24.7853098861956,-24.8744282346261,-24.9594966522031,-24.9957544916218,-24.9485627188283,-24.8541037316149,-24.8533393646229,-24.8355058798977,-24.811453781838,-24.762000925134,-24.6957458881877,-24.65842144718,-24.6330554349653,-24.5953801340398,-24.5801849950464,-24.5856022615364,-24.5901788406982,-24.5993261786312,-24.6282525013271,-24.6737872501813,-24.713773694399,-24.8099566448185,-24.9626797941494,-25.0576847344045,-25.1336136754064,-25.2350492119757,-25.2566435136213,-25.1305683247921,-24.9235717005709,-24.7321702764179,-24.5170109825392,-24.2436015296497,-24.015749723973,-23.8279541840918,-23.6275747729614,-23.447711163364,-23.2897071968737,-23.1331673556837,-22.978582273505,-22.7854533648104,-22.5696030353598,-22.4160034057943,-22.3178843495814,-22.2345466821796,-22.2000689372162,-22.2156032109673,-22.2621636977096,-22.3436220780713,-22.4618240225858,-22.6158187177746,-22.8052831182488,-23.0298941786197,-23.2893288534982,NA,NA
-20.9784382993555,-21.1418730848544,-21.2899013504129,-21.4210386612476,-21.5394674974973,-21.645447287914,-21.7354163689456,-21.8104868021907,-21.8779286041268,-21.9297548048759,-21.9639795754613,-21.9968746437122,-22.0074503306245,-21.9917248447756,-21.9914817453668,-22.0140795077429,-22.0365538376031,-22.0552041396802,-22.1023870477438,-22.1722071194699,-22.2035856454509,-22.2082076221007,-22.2176469086664,-22.2006580899897,-22.1016673115968,-21.9517462984492,-21.8496180045412,-21.7039850955461,-21.4850275343447,-21.3836842207424,-21.3779528798172,-21.3742652068375,-21.4562110568936,-21.7212777823041,-22.1003521527462,-22.4271231493477,-22.8154223839374,-23.3277258893169,-23.7206892780736,-24.0318819643522,-24.380303716417,-24.6447556780352,-24.7853098861956,-24.8744282346261,-24.9594966522031,-24.9957544916218,-24.9485627188283,-24.8541037316149,-24.8533393646229,-24.8355058798977,-24.811453781838,-24.762000925134,-24.6957458881877,-24.65842144718,-24.6330554349653,-24.5953801340398,-24.5801849950464,-24.5856022615364,-24.5901788406982,-24.5993261786312,-24.6282525013271,-24.6737872501813,-24.713773694399,-24.8099566448185,-24.9626797941494,-25.0576847344045,-25.1336136754064,-25.2350492119757,-25.2566435136213,-25.1305683247921,-24.9235717005709,-24.7321702764179,-24.5170109825392,-24.2436015296497,-24.015749723973,-23.8279541840918,-23.6275747729614,-23.447711163364,-23.2897071968737,-23.1331673556837,-22.978582273505,-22.7854533648104,-22.5696030353598,-22.4160034057943,-22.3178843495814,-22.2345466821796,-22.2000689372162,-22.2156032109673,-22.2621636977096,-22.3436220780713,-22.4618240225858,-22.6158187177746,-22.8052831182488,-23.0298941786197,-23.2893288534982,NA,NA
-21.3902429159499,-21.5376743387511,-21.6682350348322,-21.7793544979683,-21.8776055757836,-21.9644321055754,-22.0354832245122,-22.0917231221387,-22.1425682143163,-22.1754779043133,-22.1880763376792,-22.2050270436974,-22.1925026155002,-22.1451564662059,-22.1303733550764,-22.1778464028728,-22.2480556903845,-22.3045664169155,-22.3776458998741,-22.4788231016869,-22.5435556891856,-22.5713473758615,-22.5962341457491,-22.6054720714954,-22.5625993867892,-22.482236436441,-22.4282624597794,-22.3424273832391,-22.2083510763847,-22.1527176932401,-22.1755394522368,-22.2132701338396,-22.2972562351225,-22.4631070052964,-22.6873966560648,-22.9129191282405,-23.1507916175968,-23.4266879613161,-23.7052370623244,-23.9829262356113,-24.2806228000929,-24.599525664585,-24.9982345973583,-25.4840544846072,-25.9812419120337,-26.4140534653396,-26.7067457302267,-26.8824729613262,-27.0136987018444,-27.0986434703456,-27.0628490480894,-26.9261507179171,-26.8282092507661,-26.7445189184206,-26.5991006898019,-26.4544053815529,-26.2664248878425,-26.0222294789091,-25.8308875354994,-25.6993797712373,-25.5860668193515,-25.5270869399962,-25.5144272559195,-25.5234810962141,-25.5654960305502,-25.6459630560495,-25.7563156294808,-25.8867150099858,-26.027322456706,-26.1682992287831,-26.4401643011887,-26.8172746248552,-27.055548422865,-27.201254263176,-27.3928338449729,-27.4903259127176,-27.1966451982672,-24.7958415072864,-24.369589944071,-23.9201828758026,-23.3865482216457,-23.0564155175561,-22.9085152323692,-22.7862068971879,-22.7741636413702,-22.8642587722922,-23.0133719827325,-23.2536859801533,-23.5981970785616,-24.0356421829478,-24.5618148872483,-25.1725087853997,-25.8635174713386,NA,NA,NA,NA
-21.3902429159499,-21.5376743387511,-21.6682350348322,-21.7793544979683,-21.8776055757836,-21.9644321055754,-22.0354832245122,-22.0917231221387,-22.1425682143163,-22.1754779043133,-22.1880763376792,-22.2050270436974,-22.1925026155002,-22.1451564662059,-22.1303733550764,-22.1778464028728,-22.2480556903845,-22.3045664169155,-22.3776458998741,-22.4788231016869,-22.5435556891856,-22.5713473758615,-22.5962341457491,-22.6054720714954,-22.5625993867892,-22.482236436441,-22.4282624597794,-22.3424273832391,-22.2083510763847,-22.1527176932401,-22.1755394522368,-22.2132701338396,-22.2972562351225,-22.4631070052964,-22.6873966560648,-22.9129191282405,-23.1507916175968,-23.4266879613161,-23.7052370623244,-23.9829262356113,-24.2806228000929,-24.599525664585,-24.9982345973583,-25.4840544846072,-25.9812419120337,-26.4140534653396,-26.7067457302267,-26.8824729613262,-27.0136987018444,-27.0986434703456,-27.0628490480894,-26.9261507179171,-26.8282092507661,-26.7445189184206,-26.5991006898019,-26.4544053815529,-26.2664248878425,-26.0222294789091,-25.8308875354994,-25.6993797712373,-25.5860668193515,-25.5270869399962,-25.5144272559195,-25.5234810962141,-25.5654960305502,-25.6459630560495,-25.7563156294808,-25.8867150099858,-26.027322456706,-26.1682992287831,-26.4401643011887,-26.8172746248552,-27.055548422865,-27.201254263176,-27.3928338449729,-27.4903259127176,-27.1966451982672,-24.7958415072864,-24.369589944071,-23.9201828758026,-23.3865482216457,-23.0564155175561,-22.9085152323692,-22.7862068971879,-22.7741636413702,-22.8642587722922,-23.0133719827325,-23.2536859801533,-23.5981970785616,-24.0356421829478,-24.5618148872483,-25.1725087853997,-25.8635174713386,NA,NA,NA,NA
-22.4969162727902,-22.3396117148449,-22.206786525896,-22.1029608286974,-22.0160889379764,-21.9429767420862,-21.8860442690233,-21.8449908779928,-21.8125414541612,-21.797105434646,-21.8011378463112,-21.8084319589429,-21.8427602467015,-21.9093920940844,-21.9643661363831,-21.9779274685766,-21.9740661642144,-21.9894383264442,-22.0151539728581,-22.0276468798423,-22.0415587887355,-22.1070060008549,-22.2130507927457,-22.2827538685881,-22.3269893507258,-22.3875507349612,-22.4338777856617,-22.3737423305245,-22.2431879767312,-22.2040621578762,-22.1922732293679,-22.1335856210781,-22.174630878296,-22.415600257408,-22.7889769483632,-23.5132300483347,-23.8601629426304,-24.285731575525,-24.6161785769465,-24.8499371301091,-25.0754327955332,-25.2538967691065,-25.3320481762072,-25.3383715404709,-25.3567461551708,-25.3360721496085,-25.2477026795448,-25.2091965779423,-25.2280689514944,-25.2433737576473,-25.2699781054934,-25.3461082492,-25.4548701213018,-25.5284503484417,-25.5718904377609,-25.6194787858925,-25.6472723537178,-25.6462558726205,-25.6324084425385,-25.6192785771846,-25.5999958249531,-25.5664639874698,-25.5303929582936,-25.4973170705307,-25.4580798227126,-25.4023548565361,-25.386797063764,-25.4033639218266,-25.3446829509215,-25.2007346893799,-25.0311843170738,-24.6038951702029,-24.2698996510995,-23.8511928087718,-23.4850355406542,-23.1125558392075,-22.6763871464847,-22.3160485343093,-22.0049301802906,-21.6797245674342,-21.424904225658,-21.3003327612685,-21.2483395898625,-21.1770959552931,-21.0957852329441,-21.0504820990593,-21.0046947487818,-20.9601755892769,-20.9358119217685,-20.9208142824888,-20.9112849959343,-20.9111826888979,-20.9215023510561,-20.9432389720851,-20.9773875416614,NA,NA
-22.1663486490685,-22.0545504064113,-21.9632160553457,-21.8966040550109,-21.8458441466675,-21.8153625077103,-21.808056855376,-21.8125464444675,-21.8174505297875,-21.8495589302764,-21.9070059992547,-21.9354277930956,-21.9235198207161,-21.8965375662567,-21.8168234239971,-21.6838682157338,-21.5538706019501,-21.4830292431296,-21.4993247188534,-21.5585592070401,-21.608663765679,-21.7005477928507,-21.7879735333099,-21.8037129719145,-21.8100981388075,-21.8036794299169,-21.7810072411707,-21.6586802278342,-21.4414816221678,-21.2582386855914,-21.2377786795254,-21.4217161083822,-21.7291497501128,-22.1051332764443,-22.4947203591038,-22.9758674214723,-24.1799529885485,-24.6517912109389,-24.9465637585707,-25.2078902965874,-25.4906204758955,-25.7474509157596,-25.9876503056837,-26.220487335172,-26.4776535800052,-26.73786280001,-26.9309169607589,-26.9866180278244,-26.7248377672055,-26.2083385120216,-25.731258078526,-25.587734282972,-25.7909600244217,-26.1362982618079,-26.5911419011903,-27.5934700108064,-28.6528911364618,-29.3130847121267,-29.9992166762384,-30.6083539079088,-31.0375632862498,-31.2601728970629,-31.3626363731281,-31.4117089140248,-31.4741457193322,-31.5538536751446,-31.6107787606754,-31.6457348151818,-31.6595356779215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-22.3338662748741,-22.2733396601271,-22.2198206319713,-22.1755582437222,-22.1344811677388,-22.0948276095157,-22.0570115468597,-22.0211153975973,-21.9848800272523,-21.9508118068153,-21.9198260623011,-21.8872770917699,-21.8549934199885,-21.8261256038196,-21.7980109894676,-21.7400550449674,-21.6588716268538,-21.607610664081,-21.5905294080695,-21.5742430928665,-21.5554386213665,-21.5716037104952,-21.6211064589741,-21.6419543423917,-21.616677862394,-21.5871669751685,-21.5804683381152,-21.529012036195,-21.4378448821099,-21.4429386248715,-21.5089123658412,-21.5626812735835,-21.6836611979151,-21.9321520979765,-22.2534513239963,-22.5544708124231,-23.3901480115776,-23.8783556292156,-24.2653750512183,-24.6148398234476,-25.375388697938,-25.6272936870332,-25.7163946256544,-25.716743511883,-25.735870635527,-25.6780837551892,-25.5145127689039,-25.452921175627,-25.4640296529033,-25.4396275575214,-25.4690814073035,-25.6331420060549,-25.8646294935518,-26.0310143915721,-26.1698334286893,-26.346722113685,-26.4712991386496,-26.574741323094,-26.704442391754,-26.7943463945568,-26.7977824918186,-26.7493650720911,-26.7049660276544,-26.6327671708273,-26.5040508023905,-26.3793395473171,-26.3098676309848,-26.2620106923269,-26.1690034766498,-26.0455367997221,-25.9285558944902,-25.784677132027,-25.5250246345451,-25.1799554314437,-24.8949352545752,-24.6386398788738,-24.3424555996819,-24.0959139294646,-23.924529917937,-23.7800284348239,-23.6412557226057,-23.4867449735892,-23.3373852232729,-23.235556478924,-23.1738305383732,-23.1316807046804,-23.1318392429569,-23.1738080060141,-23.2451795083621,-23.3508220076606,-23.4931171158445,-23.6709962431822,-23.8841523448335,-24.1322783759579,-24.4150672917151,NA,NA
-21.3219452389317,-21.3803071008425,-21.4296895393224,-21.4686922109903,-21.5011924610746,-21.5273937609388,-21.5436771155272,-21.5511310281427,-21.5570202176861,-21.5520118305603,-21.5343294259128,-21.5225723417612,-21.4854460273132,-21.4201443622893,-21.3879993304769,-21.3941578203799,-21.4069492379218,-21.4324793430194,-21.5167158934254,-21.6435969812813,-21.7261838680868,-21.789292901443,-21.8748312794987,-21.921496539576,-21.8725133658237,-21.7771732072965,-21.7332737486758,-21.6426110848018,-21.4771837587379,-21.4400931275006,-21.5082573955344,-21.5770742277881,-21.7273641720341,-22.0562630078513,-22.5004641121757,-22.9001244288144,-23.3852868564249,-24.00995359285,-24.5002205306749,-24.8617451860116,-25.5961446355177,-25.857550245108,-25.990777556184,-26.0222286816621,-25.9943782350906,-25.9497008300182,-25.9306710799933,-25.8236032170537,-25.6228423368227,-25.5329093482276,-25.6180282625326,-25.7575199689438,-25.878550693301,-26.0320513200131,-26.2438621568635,-26.4035135647542,-26.5097378552284,-26.6221192021329,-26.7214657598254,-26.8078034876127,-26.8949443338295,-26.9843754363752,-27.1003803449035,-27.2274034549211,-27.307173173107,-27.361588234073,-27.3506734888295,-27.2931395955846,-27.2602744702085,-27.2566930569885,-27.1664826754131,-26.938927292756,-26.6301751948258,-25.9466160423072,-25.4692471534973,-24.851365463235,-24.3560661422064,-23.9517852852106,-23.5093511048294,-23.1454469484227,-22.8076976846327,-22.4627592844192,-22.2558617486186,-22.1720228140761,-22.1384197199942,-22.213521720746,-22.3952893616984,-22.6532067094625,-23.0030283002776,-23.4503597183036,-23.9893792648738,-24.6187005519877,-25.3369371916447,-26.1427027958442,NA,NA,NA
-21.3219452389317,-21.3803071008425,-21.4296895393224,-21.4686922109903,-21.5011924610746,-21.5273937609388,-21.5436771155272,-21.5511310281427,-21.5570202176861,-21.5520118305603,-21.5343294259128,-21.5225723417612,-21.4854460273132,-21.4201443622893,-21.3879993304769,-21.3941578203799,-21.4069492379218,-21.4324793430194,-21.5167158934254,-21.6435969812813,-21.7261838680868,-21.789292901443,-21.8748312794987,-21.921496539576,-21.8725133658237,-21.7771732072965,-21.7332737486758,-21.6426110848018,-21.4771837587379,-21.4400931275006,-21.5082573955344,-21.5770742277881,-21.7273641720341,-22.0562630078513,-22.5004641121757,-22.9001244288144,-23.3852868564249,-24.00995359285,-24.5002205306749,-24.8617451860116,-25.5961446355177,-25.857550245108,-25.990777556184,-26.0222286816621,-25.9943782350906,-25.9497008300182,-25.9306710799933,-25.8236032170537,-25.6228423368227,-25.5329093482276,-25.6180282625326,-25.7575199689438,-25.878550693301,-26.0320513200131,-26.2438621568635,-26.4035135647542,-26.5097378552284,-26.6221192021329,-26.7214657598254,-26.8078034876127,-26.8949443338295,-26.9843754363752,-27.1003803449035,-27.2274034549211,-27.307173173107,-27.361588234073,-27.3506734888295,-27.2931395955846,-27.2602744702085,-27.2566930569885,-27.1664826754131,-26.938927292756,-26.6301751948258,-25.9466160423072,-25.4692471534973,-24.851365463235,-24.3560661422064,-23.9517852852106,-23.5093511048294,-23.1454469484227,-22.8076976846327,-22.4627592844192,-22.2558617486186,-22.1720228140761,-22.1384197199942,-22.213521720746,-22.3952893616984,-22.6532067094625,-23.0030283002776,-23.4503597183036,-23.9893792648738,-24.6187005519877,-25.3369371916447,-26.1427027958442,NA,NA,NA
-20.5782212528878,-20.7162934592271,-20.8406124025245,-20.9483549375413,-21.0473543701473,-21.1389679514931,-21.2194921355437,-21.2898873384248,-21.3585067545273,-21.4141575347756,-21.4546869663331,-21.5020084479493,-21.5295348690846,-21.5310795336658,-21.5591564621418,-21.6538412886106,-21.7802105767394,-21.8782797413308,-21.9731707731765,-22.0919130504243,-22.1773830689114,-22.2023142206939,-22.2036157484285,-22.2204279238533,-22.2382083779713,-22.2366749844186,-22.2463583788833,-22.234987014098,-22.1957581221378,-22.1974055077038,-22.2203077906906,-22.2373889562074,-22.3062008567782,-22.4473476825088,-22.6262326021208,-22.8176059360619,-23.0476671768352,-23.3191566794184,-23.5716360579718,-23.8342199972044,-24.1323645528736,-24.4001433957129,-24.7027952441053,-25.0585077600859,-25.3307780298655,-25.49548986847,-25.6269566976567,-25.736320013733,-25.7629625663195,-25.7172859256172,-25.7169598188035,-25.7779897110393,-25.8332589919378,-25.8757542753557,-25.9793925903288,-26.0202898461817,-26.0201325863512,-25.9415291206736,-25.8196215992302,-25.7378808464427,-25.6766343007823,-25.5962911486916,-25.5504448365502,-25.5450756382314,-25.5430309960141,-25.5332051088861,-25.5773771557521,-25.670112455684,-25.6994844179203,-25.7099882373433,-25.7558409186608,-25.7396985858486,-25.6021532685859,-25.4033099719843,-25.2250942831679,-24.9850884162207,-24.656793591824,-24.4060139069975,-24.2413129120628,-24.0769526488784,-23.9372849517686,-23.8332019754679,-23.7532935150974,-23.6884578655621,-23.6067539197726,-23.5254682270205,-23.509340566783,-23.558743751957,-23.6384548453091,-23.7598200011203,-23.9231644000391,-24.1226711463207,-24.3604732796574,-24.6421837696639,-24.9683375634408,-25.3334506669091,NA
-20.3960304011234,-20.6266755006291,-20.8328817073489,-21.0124843122064,-21.1716070741974,-21.3110283852284,-21.426949238287,-21.5204205835142,-21.5994957485465,-21.6524954037262,-21.6775757168327,-21.6975432616576,-21.6758015363577,-21.6085648206801,-21.5678558608021,-21.5515910667437,-21.5264806740851,-21.5177381673432,-21.5483426015594,-21.599005728776,-21.6315400790111,-21.6459428165462,-21.6638886723306,-21.6797065263833,-21.6530407161253,-21.5988178107373,-21.5942900378784,-21.6035986672888,-21.594592264988,-21.6500840030541,-21.7629557521625,-21.8895859144494,-22.0580324591841,-22.280536130024,-22.5439096045187,-22.8380687527753,-23.1982487925343,-23.6225519194246,-24.0451944703859,-24.534288903011,-25.0993890604586,-25.5868733580171,-26.0408885963662,-26.5579712918764,-27.0630844333717,-27.4811910096766,-27.7372540096151,-27.8351029309973,-27.7764046605006,-27.6850991379414,-27.4328751837683,-27.0236970553536,-26.6853338346297,-26.3210375340191,-25.8426638703945,-25.4908874823632,-25.2251241160765,-24.9322292745866,-24.7440372318522,-24.7180514828782,-24.7758541209713,-24.8453973175428,-25.0039647107823,-25.2619532768833,-25.4469851942636,-25.6421072629065,-25.9205247177582,-26.0950973896805,-26.1697858367612,-26.3403907877095,-26.2850726969596,-26.0886257456543,-25.7936285363317,-25.5348826912517,-25.2415838364404,-24.8568853599794,-24.5365255272113,-24.2397515140909,-23.8982937478064,-23.6266153705506,-23.3804559929703,-23.123127496957,-22.9804514315702,-22.9434978292997,-22.9477212139517,-23.0355198715608,-23.2062300545121,-23.4374240143383,-23.7388540357956,-24.114749340208,-24.562029214456,-25.0794810416303,-25.6658922048216,-26.3200500871205,NA,NA,NA
-21.8250774137193,-21.799339516917,-21.7853577881168,-21.7863072086407,-21.7934469226784,-21.8044708091617,-21.8205235855772,-21.8415001892712,-21.8632198289651,-21.8903793608936,-21.924501136164,-21.9566426058066,-21.9982835256811,-22.0529015062254,-22.0995507803364,-22.1184566723366,-22.1209455213302,-22.1327230823871,-22.1548054785552,-22.167359769287,-22.1648181142588,-22.1846539028683,-22.2296175322547,-22.2420566737063,-22.2001539042305,-22.1444048606502,-22.1106268039766,-21.9939233744008,-21.7953000266721,-21.70942674364,-21.679416123781,-21.6162392953972,-21.6663540360763,-21.9268038314968,-22.3004650265964,-22.6425446878519,-23.0808714342476,-23.6611920698143,-24.1155909385978,-24.4525975157909,-24.8172066791332,-25.3763625557303,-25.472048564105,-25.4703106999522,-25.4169738377637,-25.3578628520314,-25.3388026172472,-25.3066912893378,-25.2255912562495,-25.1670737405033,-25.1278589139503,-25.0745660184655,-25.0336148816063,-25.0147826606649,-25.0166292203268,-25.0252950199828,-25.068223818002,-25.1367823769065,-25.1658255761245,-25.1320113276928,-25.0759136862813,-25.0282617452683,-25.0127180337285,-25.0103007488318,-24.9877724860996,-24.9749727873775,-24.9816071662106,-24.9442371756694,-24.8149256440335,-24.6351784236407,-24.4757216036483,-24.3194023771633,-24.1365498827603,-23.979113127799,-23.8553003067108,-23.7375476651429,-23.6241462872782,-23.4732586187567,-23.2944480009097,-23.1631068614572,-23.0885025927402,-23.0310501158781,-22.9928631517584,-22.9843731543274,-23.0012695692392,-23.0235531049424,-23.0512334701163,-23.0949934033391,-23.1508431579078,-23.2174380927635,-23.2963257195527,-23.3878545206302,-23.4923729783511,-23.6102295750701,NA,NA,NA
-20.2225833983858,-20.4586593011149,-20.6788989312192,-20.8821149239176,-21.0715844815687,-21.248091255044,-21.4108162888743,-21.5598787638137,-21.6974695350683,-21.8197524124375,-21.926232828684,-22.024114073459,-22.1050843876435,-22.1669409588463,-22.2260504968103,-22.2972401769015,-22.3698737590338,-22.4221228297728,-22.4496674625075,-22.4662862521108,-22.4772985673743,-22.4614654874852,-22.4203281449152,-22.3933759883821,-22.3817288806309,-22.3620487213208,-22.337138014541,-22.2689343543386,-22.1699639689631,-22.1189123138066,-22.0679463674813,-21.9910758209819,-21.9997501982743,-22.1105893701547,-22.2580089567798,-22.4301521061573,-22.7006037335109,-23.0538471286736,-23.3443730015672,-23.638647691413,-24.0006598145902,-24.2811834967579,-24.4628012595041,-24.6253997680579,-24.7657093635402,-24.8804603870718,-24.9663831797737,-24.9073575708763,-24.7324471935943,-24.6561580950243,-24.6702987900799,-24.6661984583405,-24.7076441439007,-24.8613305546733,-25.0757537399581,-25.2374027559299,-25.3291522601047,-25.4123536498285,-25.7437613826205,-25.8645497938406,-26.0042775851138,-26.1187473559937,-26.2381800957842,-26.3735523905874,-26.4518002351544,-26.4959124670608,-26.5483937084799,-26.5654536310593,-26.6043029006099,-26.6729064977727,-26.6536055664405,-26.5446750400522,-26.4007474446686,-26.1887003131147,-25.7782727997711,-25.2207105412629,-24.7551507937819,-24.3180856306719,-23.8089997822241,-23.4115194900511,-23.0905408110691,-22.7666688764373,-22.557093539132,-22.446836711301,-22.3783074163791,-22.4047761742739,-22.5203949669624,-22.698813664822,-22.9625496203607,-23.318105952301,-23.7559745674933,-24.2746560006376,-24.872650786434,-25.5484594595823,NA,NA,NA
