,Rep,V1,group
90,12051,14.4330076468374,top
91,12052,17.9601331294344,top
92,12054,15.4349681455173,top
93,12058,10.7042606979228,top
94,12060,14.2333752354036,top
95,12064,11.1965697153695,top
96,12073,19.2483886151606,top
97,12089,12.3240286627627,top
98,12092,11.1209314513147,top
99,15007,8.92555331419149,top
100,15011,17.1820829757449,top
101,15016,16.9673697117879,top
102,15029,18.1146591010567,top
103,15040,15.120849859412,top
104,15067,16.942245454527,top
105,15096,17.1999357358905,top
106,15109,14.7261256753672,top
107,15111,12.5756687862717,top
108,15115,14.6230424150703,top
109,1,22.0171137733878,bottom
110,3,15.4850029856232,bottom
111,4,18.0634852262054,bottom
112,5,6.532132974684,bottom
113,11,16.261224782794,bottom
114,14,16.5208113847575,bottom
115,17,18.850279435709,bottom
116,20,21.5396442569932,bottom
117,23,16.1153800557654,bottom
118,24,14.9327597674607,bottom
119,26,19.9305689910236,bottom
120,27,17.2334380492911,bottom
121,28,15.181902364589,bottom
122,29,18.9549602454382,bottom
123,31,16.9560463197519,bottom
124,32,22.627612402642,bottom
125,34,16.4686478825075,bottom
126,41,16.7260549847069,bottom
127,43,21.0841777049736,bottom
128,46,22.7897678205596,bottom
129,48,24.5393222975309,bottom
130,49,22.0005199551801,bottom
131,1001,13.6681010539982,bottom
132,1006,13.4607730596003,bottom
133,1007,12.1975537340067,bottom
134,1008,11.7920193786695,bottom
135,1009,15.5714839979724,bottom
136,2002,10.2388781041615,bottom
137,2003,17.8919258867374,bottom
138,2007,21.4767621104181,bottom
139,3002,19.7695067559467,bottom
140,3006,17.0514093291769,bottom
141,3012,18.1369178442584,bottom
142,3014,11.7804383474131,bottom
143,3017,21.6814917724961,bottom
144,3021,15.5313851479841,bottom
145,4002,18.2565845392921,bottom
146,4008,14.3174076719157,bottom
147,4009,5.94445190158961,bottom
148,4010,13.2263880696394,bottom
149,4012,9.60282601910873,bottom
150,4028,15.6833657534061,bottom
151,4035,11.9412516258595,bottom
152,4037,17.2863291614028,bottom
153,4045,12.2330057606598,bottom
154,5001,13.4821733123094,bottom
155,5006,11.6603914517838,bottom
156,5007,12.0915217221112,bottom
157,5008,13.5744626080098,bottom
158,5016,11.5507882691604,bottom
159,5018,16.7527991070425,bottom
160,5019,17.6742416846401,bottom
161,5021,13.0299603114691,bottom
162,5025,13.5646517968512,bottom
163,5030,17.2715710230497,bottom
164,5037,11.7923571196604,bottom
165,7013,19.8084097488381,bottom
166,7141,6.51572513636046,bottom
167,7143,6.12393694490131,bottom
168,7199,16.0564307853964,bottom
169,8013,19.8084097488381,bottom
170,8141,6.51572513636046,bottom
171,8143,6.12393694490131,bottom
172,8199,16.0564307853964,bottom
173,9002,14.8102481123919,bottom
174,9008,16.5382672469463,bottom
175,9010,13.6976037191643,bottom
176,9011,16.6950465884862,bottom
177,9015,17.9086639887166,bottom
178,9019,20.7155626990028,bottom
179,9020,20.3291737147325,bottom
180,10012,10.7895698447754,bottom
181,10014,20.0228404021327,bottom
182,10018,15.3350163551991,bottom
183,10024,15.5612882271322,bottom
184,10036,12.7593773986486,bottom
185,10041,13.669288626128,bottom
186,11009,17.0727097303666,bottom
187,11012,18.2602476127468,bottom
188,11013,13.9564399577514,bottom
189,12062,11.1049039491156,bottom
190,12082,13.2616667326562,bottom
191,12093,12.2109522195756,bottom
192,13001,11.5568204863204,bottom
193,13002,7.30490212675383,bottom
194,13004,12.6563707678592,bottom
195,13005,14.8741044037973,bottom
196,13006,8.96147170879123,bottom
197,13008,8.00498963904431,bottom
198,13010,13.5360644663051,bottom
199,13011,8.47775682734644,bottom
200,13012,11.3556821188085,bottom
201,13013,6.3393796927857,bottom
202,13014,13.7009844236307,bottom
203,13015,11.924553222112,bottom
204,13016,11.0740606983373,bottom
205,13018,12.6091648274308,bottom
206,13019,7.18222569490704,bottom
207,13021,13.03311336207,bottom
208,13022,11.4721137757231,bottom
209,13023,8.40655246397893,bottom
210,13025,7.67765555099465,bottom
211,13026,9.5770836510929,bottom
212,13027,10.8756756209631,bottom
213,15108,10.343636307207,bottom
214,15118,24.9189398392743,bottom
215,15121,13.2640578871161,bottom
