NHMUK_ID,whale_ID,sample_cm,d15N, d13C,species
SW.1918.17,CK2,19,14.09,-16.35,Balaenoptera_acutorostrata
SW.1918.17,CK2,20,13.91,-16.63,Balaenoptera_acutorostrata
SW.1918.17,CK2,21,13.41,-16.39,Balaenoptera_acutorostrata
SW.1918.17,CK2,22,13.9,-16.5,Balaenoptera_acutorostrata
SW.1918.17,CK2,23,14.24,-16.23,Balaenoptera_acutorostrata
SW.1918.17,CK2,24,14.07,-16.14,Balaenoptera_acutorostrata
SW.1918.17,CK2,25,13.84,-16.69,Balaenoptera_acutorostrata
SW.1924.23,CK3,1,13.53,-17.29,Balaenoptera_acutorostrata
SW.1924.23,CK3,2,13.19,-17.09,Balaenoptera_acutorostrata
SW.1924.23,CK3,3,13.04,-17.23,Balaenoptera_acutorostrata
SW.1924.23,CK3,4,12.8,-17.23,Balaenoptera_acutorostrata
SW.1924.23,CK3,5,11.86,-17.34,Balaenoptera_acutorostrata
SW.1924.23,CK3,6,12.46,-17.31,Balaenoptera_acutorostrata
SW.1924.23,CK3,7,12.79,-17.05,Balaenoptera_acutorostrata
SW.1924.23,CK3,8,13.12,-17.05,Balaenoptera_acutorostrata
SW.1924.23,CK3,9,13.49,-16.97,Balaenoptera_acutorostrata
SW.1924.23,CK3,10,14,-16.83,Balaenoptera_acutorostrata
SW.1924.23,CK3,11,13.82,-17.8,Balaenoptera_acutorostrata
SW.1924.23,CK3,12,13.69,-17.79,Balaenoptera_acutorostrata
SW.1924.23,CK3,13,13.78,-17.05,Balaenoptera_acutorostrata
SW.1924.23,CK3,14,13.85,-17.69,Balaenoptera_acutorostrata
SW.1924.23,CK3,15,13.91,-16.76,Balaenoptera_acutorostrata
SW.1924.23,CK3,16,13.32,-17.24,Balaenoptera_acutorostrata
SW.1924.23,CK3,17,13.41,-17.18,Balaenoptera_acutorostrata
SW.1924.23,CK3,18,13.35,-17.92,Balaenoptera_acutorostrata
SW.1924.23,CK3,19,12.69,-18.98,Balaenoptera_acutorostrata
SW.1950.32,CK4,1,13.6,-16.34,Balaenoptera_acutorostrata
SW.1950.32,CK4,2,13.97,-16.23,Balaenoptera_acutorostrata
SW.1950.32,CK4,3,14.99,-16.81,Balaenoptera_acutorostrata
SW.1950.32,CK4,4,14.16,-16.21,Balaenoptera_acutorostrata
SW.1950.32,CK4,5,14.56,-16.32,Balaenoptera_acutorostrata
SW.1950.32,CK4,6,14.49,-16.38,Balaenoptera_acutorostrata
SW.1950.32,CK4,7,14.48,-16.54,Balaenoptera_acutorostrata
SW.1950.32,CK4,8,14.45,-16.64,Balaenoptera_acutorostrata
SW.1950.32,CK4,9,13.97,-16.73,Balaenoptera_acutorostrata
SW.1950.32,CK4,10,13.87,-16.06,Balaenoptera_acutorostrata
SW.1950.32,CK4,11,13.49,-16.47,Balaenoptera_acutorostrata
SW.1933.26,CK5,1,13.48,-16.28,Balaenoptera_acutorostrata
SW.1933.26,CK5,2,14.2,-16.53,Balaenoptera_acutorostrata
SW.1933.26,CK5,3,14.41,-16.07,Balaenoptera_acutorostrata
SW.1933.26,CK5,4,14.46,-15.91,Balaenoptera_acutorostrata
SW.1933.26,CK5,5,14.48,-15.9,Balaenoptera_acutorostrata
SW.1933.26,CK5,6,14.46,-16.04,Balaenoptera_acutorostrata
SW.1933.26,CK5,7,13.96,-17.06,Balaenoptera_acutorostrata
SW.1933.26,CK5,8,13.88,-17.44,Balaenoptera_acutorostrata
SW.1933.26,CK5,9,14.11,-16.77,Balaenoptera_acutorostrata
SW.1933.26,CK5,10,13.68,-16.27,Balaenoptera_acutorostrata
SW.1933.26,CK5,11,14.03,-16.35,Balaenoptera_acutorostrata
SW.1933.26,CK5,12,13.8,-16.32,Balaenoptera_acutorostrata
SW.1933.26,CK5,13,14.36,-16.15,Balaenoptera_acutorostrata
SW.1933.26,CK5,14,14.22,-16.19,Balaenoptera_acutorostrata
SW.1933.26,CK5,15,13.96,-16.14,Balaenoptera_acutorostrata
SW.1933.26,CK5,16,14.31,-15.85,Balaenoptera_acutorostrata
SW.1933.26,CK5,17,13.95,-15.86,Balaenoptera_acutorostrata
SW.1933.26,CK5,18,14.01,-15.97,Balaenoptera_acutorostrata
SW.1933.26,CK5,19,13.96,-15.96,Balaenoptera_acutorostrata
SW.1933.26,CK5,20,14.29,-15.85,Balaenoptera_acutorostrata
SW.1933.26,CK5,21,14.33,-16.32,Balaenoptera_acutorostrata
SW.1933.26,CK5,22,14.19,-16.01,Balaenoptera_acutorostrata
SW.1933.26,CK5,23,14.15,-16.12,Balaenoptera_acutorostrata
SW.1933.26,CK5,24,13.45,-17.64,Balaenoptera_acutorostrata
SW.1935.31,CK6,1,14.36,-16.6,Balaenoptera_acutorostrata
SW.1935.31,CK6,2,15.16,-16.45,Balaenoptera_acutorostrata
SW.1935.31,CK6,3,15.11,-16.9,Balaenoptera_acutorostrata
SW.1935.31,CK6,4,15.37,-16.81,Balaenoptera_acutorostrata
SW.1935.31,CK6,5,15.16,-16.53,Balaenoptera_acutorostrata
SW.1935.31,CK6,6,14.79,-17,Balaenoptera_acutorostrata
SW.1935.31,CK6,7,14.54,-16.52,Balaenoptera_acutorostrata
SW.1935.31,CK6,8,13.59,-16.79,Balaenoptera_acutorostrata
SW.1935.31,CK6,9,13.77,-16.57,Balaenoptera_acutorostrata
SW.1935.31,CK6,10,14.67,-16.34,Balaenoptera_acutorostrata
SW.1935.31,CK6,11,14.82,-16.47,Balaenoptera_acutorostrata
SW.1935.31,CK6,12,15.09,-16.73,Balaenoptera_acutorostrata
SW.1935.31,CK6,13,15.23,-16.29,Balaenoptera_acutorostrata
SW.1935.31,CK6,14,15.27,-17.41,Balaenoptera_acutorostrata
SW.1935.31,CK6,15,15.1,-16.61,Balaenoptera_acutorostrata
SW.1935.31,CK6,16,14.97,-16.29,Balaenoptera_acutorostrata
SW.1935.31,CK6,17,15.05,-16.33,Balaenoptera_acutorostrata
SW.1935.31,CK6,18,15.09,-16.33,Balaenoptera_acutorostrata
SW.1935.31,CK6,19,15.2,-17.36,Balaenoptera_acutorostrata
SW.1935.31,CK6,20,14.95,-17.05,Balaenoptera_acutorostrata
SW.1935.31,CK6,21,14.95,-16.71,Balaenoptera_acutorostrata
SW.1935.31,CK6,22,14.5,-16.42,Balaenoptera_acutorostrata
SW.1935.31,CK6,23,14.17,-16.6,Balaenoptera_acutorostrata
ZD.1885.11.13.1,TC1,1,6.74,-20.45,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,2,7.11,-19.9,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,3,7.7,-19.59,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,4,7.53,-18.96,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,5,8.38,-18.46,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,6,8.65,-18,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,7,8.71,-18.32,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,8,8.95,-18.3,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,9,8.96,-18.41,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,10,8.86,-18.71,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,11,8.71,-18.28,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,12,8.7,-18.89,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,14,8.94,-18.14,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,15,8.72,-18.1,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,16,8.73,-18.25,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,17,8.92,-17.99,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,18,8.94,-18.13,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,19,8.86,-18.04,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,20,9.13,-18.09,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,21,9.12,-18.52,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,22,9.58,-17.95,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,23,9.36,-18.07,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,24,8.9,-18.11,Balaenoptera_borealis
ZD.1885.11.13.1,TC1,25,8.55,-18.22,Balaenoptera_borealis
SW.1929.30,TC2,1,9.94,-17.63,Balaenoptera_borealis
SW.1929.30,TC2,2,9.58,-17.74,Balaenoptera_borealis
SW.1929.30,TC2,3,9.49,-19.13,Balaenoptera_borealis
SW.1929.30,TC2,4,9.25,-17.79,Balaenoptera_borealis
SW.1929.30,TC2,5,8.96,-17.52,Balaenoptera_borealis
SW.1929.30,TC2,6,8.95,-17.52,Balaenoptera_borealis
SW.1929.30,TC2,7,8.52,-17.45,Balaenoptera_borealis
SW.1929.30,TC2,8,8.23,-17.6,Balaenoptera_borealis
SW.1929.30,TC2,9,7.73,-18.06,Balaenoptera_borealis
SW.1929.30,TC2,10,7.75,-18.14,Balaenoptera_borealis
SW.1929.30,TC2,11,8,-18.12,Balaenoptera_borealis
SW.1929.30,TC2,12,8.42,-18.18,Balaenoptera_borealis
SW.1929.30,TC2,13,9.19,-18.36,Balaenoptera_borealis
SW.1929.30,TC2,14,9.67,-18.26,Balaenoptera_borealis
SW.1929.30,TC2,15,9.67,-18.13,Balaenoptera_borealis
SW.1929.30,TC2,16,10.24,-20.85,Balaenoptera_borealis
SW.1929.30,TC2,17,10.45,-17.99,Balaenoptera_borealis
SW.1929.30,TC2,18,10.68,-18.11,Balaenoptera_borealis
SW.1929.30,TC2,19,10.24,-18.3,Balaenoptera_borealis
SW.1929.30,TC2,20,10.69,-18.43,Balaenoptera_borealis
SW.1929.30,TC2,21,10.58,-18.25,Balaenoptera_borealis
SW.1929.30,TC2,22,10.46,-18.41,Balaenoptera_borealis
SW.1929.30,TC2,23,10.55,-18.23,Balaenoptera_borealis
SW.1929.30,TC2,24,10.46,-18.31,Balaenoptera_borealis
SW.1929.30,TC2,25,10.49,-18.26,Balaenoptera_borealis
SW.1929.30,TC2,26,10.61,-18.38,Balaenoptera_borealis
SW.1929.30,TC2,27,10.6,-19.22,Balaenoptera_borealis
SW.1929.30,TC2,28,10.7,-18.57,Balaenoptera_borealis
SW.1929.30,TC2,29,11.09,-18.01,Balaenoptera_borealis
SW.1929.30,TC2,30,11.11,-18.18,Balaenoptera_borealis
SW.1929.30,TC2,31,11.16,-18.18,Balaenoptera_borealis
SW.1929.30,TC2,32,10.99,-17.97,Balaenoptera_borealis
SW.1929.30,TC2,33,11,-18.06,Balaenoptera_borealis
SW.1929.30,TC2,34,10.97,-18.06,Balaenoptera_borealis
SW.1929.30,TC2,35,11.11,-18.07,Balaenoptera_borealis
SW.1929.30,TC2,36,10.89,-18.32,Balaenoptera_borealis
SW.1929.30,TC2,37,10.95,-18.4,Balaenoptera_borealis
SW.1949.17,TC3,1,11.3,-17.36,Balaenoptera_borealis
SW.1949.17,TC3,2,11.1,-17.76,Balaenoptera_borealis
SW.1949.17,TC3,3,10.87,-17.63,Balaenoptera_borealis
SW.1949.17,TC3,4,10.84,-18.21,Balaenoptera_borealis
SW.1949.17,TC3,5,10.61,-18.78,Balaenoptera_borealis
SW.1949.17,TC3,6,9.78,-17.98,Balaenoptera_borealis
SW.1949.17,TC3,7,9.17,-17.28,Balaenoptera_borealis
SW.1949.17,TC3,8,8.79,-17.42,Balaenoptera_borealis
SW.1949.17,TC3,9,8.78,-18.27,Balaenoptera_borealis
SW.1949.17,TC3,10,8.9,-18.37,Balaenoptera_borealis
SW.1949.17,TC3,11,9.04,-18.47,Balaenoptera_borealis
SW.1949.17,TC3,12,9.44,-17.72,Balaenoptera_borealis
SW.1949.17,TC3,13,10.26,-17.55,Balaenoptera_borealis
SW.1949.17,TC3,14,10.84,-17.46,Balaenoptera_borealis
SW.1949.17,TC3,15,10.84,-16.95,Balaenoptera_borealis
SW.1949.17,TC3,16,10.75,-17.27,Balaenoptera_borealis
SW.1949.17,TC3,17,10.78,-17.03,Balaenoptera_borealis
SW.1949.17,TC3,18,10.69,-17.08,Balaenoptera_borealis
SW.1949.17,TC3,19,10.5,-17.36,Balaenoptera_borealis
SW.1949.17,TC3,20,10.63,-17.21,Balaenoptera_borealis
SW.1949.17,TC3,21,9.79,-17.56,Balaenoptera_borealis
SW.1949.17,TC3,22,9.83,-17.21,Balaenoptera_borealis
SW.1949.17,TC3,23,10.05,-17.61,Balaenoptera_borealis
SW.1949.17,TC3,24,9.99,-17.95,Balaenoptera_borealis
SW.1949.17,TC3,25,9.42,-18.33,Balaenoptera_borealis
SW.1949.17,TC3,26,9.72,-17.93,Balaenoptera_borealis
SW.1949.17,TC3,27,9.47,-18.48,Balaenoptera_borealis
SW.1949.17,TC3,28,9.98,-17.87,Balaenoptera_borealis
SW.1949.17,TC3,29,10.38,-17.33,Balaenoptera_borealis
SW.1949.17,TC3,30,10.63,-17.52,Balaenoptera_borealis
SW.1949.17,TC3,31,10.39,-16.99,Balaenoptera_borealis
SW.1949.17,TC3,32,10.2,-17.84,Balaenoptera_borealis
SW.1949.17,TC3,33,10.23,-17.24,Balaenoptera_borealis
SW.1949.17,TC3,34,10.51,-17.08,Balaenoptera_borealis
SW.1949.17,TC3,35,10.67,-17.38,Balaenoptera_borealis
SW.1949.17,TC3,36,10.14,-17.23,Balaenoptera_borealis
SW.1949.17,TC3,37,9.84,-18.21,Balaenoptera_borealis
SW.1949.17,TC3,38,10.34,-17.1,Balaenoptera_borealis
SW.1949.17,TC3,39,10.2,-17.36,Balaenoptera_borealis
SW.1949.17,TC3,40,10.25,-17.45,Balaenoptera_borealis
SW.1949.17,TC3,41,9.86,-17.56,Balaenoptera_borealis
SW.1949.17,TC3,42,9.77,-17.59,Balaenoptera_borealis
SW.1949.17,TC3,43,9.66,-17.42,Balaenoptera_borealis
